Isin,Year,EG017,EG018,EG030,IS010,Industry,Sum_EG_25,Sum_EG_50,Sum_EG_75
CNE100000Q50,2010,6.741,3.848,2.294,3017.306512,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3355000005,2010,0.683,5.688,37.915,41095.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3371600002,2010,3.526,67.365,64.751,70181.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3375800004,2010,30.178,92.036,3.711,129836.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG811801045,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006257009,2010,0.179,55.59,13.227,4864.737,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002363009,2010,1.928,7.202,0.432,2641.161,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US8269191024,2010,0.13,3.327,2.539,493.341,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US82706C1080,2010,2.275,2.013,0.738,143.351,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003530002,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003288007,2010,0.598,0.317,0.12,734.418,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE000WAF3001,2010,,,,910.1,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0005483002,2010,14.932,478.781,61.255,22528.702,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US82982T1060,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008016007,2010,0.138,2.479,0.873,5337.902,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7000660001,2010,1495.84,2089.39,53.917,12106090.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3162640001,2010,5.423,18.535,1.159,20155.885,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US83089J1088,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG8232Y1017,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KYG8020E1199,2010,203.799,640.182,131.159,1532.448539,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE0005178008,2010,1.026,0.511,0.216,31.673831,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
FR0013227113,2010,3.464,2.691,25.306,209.123,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0005471007,2010,0.005,0.85,0.712,4353.34,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003055000,2010,0.004,2.831,13.054,4801.192,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100003RN6,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
NL0000226223,2010,485.0,907.0,126.0,13725.11875,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
DE000A1K0235,2010,1.142,2.665,15.798,139.085,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3322930003,2010,32.023,503.229,199.642,218217.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002401007,2010,5.235,5.278,2.087,12765.14,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000001P60,2010,4.1,5.371,0.622,818.6146546,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US87157D1090,2010,0.042,3.774,2.65,514.89,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0001582005,2010,0.07,0.302,1.088,6657.501,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002338001,2010,0.149,11.354,6.992,2571.522,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006278005,2010,0.439,14.451,6.632,40564.809,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002340007,2010,2.116,37.068,1.311,8019.242,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3468000009,2010,1.926,6.026,10.576,10821.071,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0004967005,2010,0.041,1.275,1.08,6605.595,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
IT0005482333,2010,,,,21.133598,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003030003,2010,2.153,13.242,10.214,3756.431,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100000825,2010,5.118,27.956,14.648,1158.310067,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7064760002,2010,0.971,6.403,3.785,51097.44705,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3571400005,2010,9.066,81.599,386.243,418636.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3571800006,2010,8.68,18.252,65.1,70560.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3580200008,2010,5.034,26.077,28.358,30735.788,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006271000,2010,0.919,47.158,16.658,6126.555,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE1000006C3,2010,8.579,59.771,21.839,1726.95783,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008021007,2010,0.149,9.553,5.831,2144.658,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3637280003,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3555700008,2010,2.281,9.119,13.17,14274.643,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
IL0010823792,2010,372.922,119.81,43.587,509.262,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002451002,2010,0.065,4.498,5.262,32185.624,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002330008,2010,1351.29,2338.13,1140.716,419537.911,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002426004,2010,7.803,16.07,0.928,5679.148,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CH0033361673,2010,0.22,0.782,0.558,112.781,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US90385V1070,2010,5.628,7.475,37.927,443.134,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3126190002,2010,6.421,77.78,207.455,221804.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002303005,2010,783.17,1120.64,0.6,126441.544,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008277005,2010,5.54,5.301,1.557,9521.914,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE000001M14,2010,2.165,2.417,0.264,347.2443419,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7077500007,2010,5.381,5.713,2.005,450148.7012,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
MYL5005OO003,2010,1.536,133.716,37.125,1395.078,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US91347P1057,2010,0.252,3.601,0.157,30.54438,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3829900004,2010,2.311,2.189,16.447,17826.0,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0005347009,2010,171.857,322.917,43.596,16033.86,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US9224171002,2010,1.995,7.58,79.673,930.892,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100004413,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002388006,2010,0.007,1.545,0.937,5732.194,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006789001,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US9282981086,2010,151.813,177.71,14.024,2725.092,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US92835K1034,2010,3.975,3.366,1.068,207.524,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002455003,2010,0.44,9.743,4.821,1772.934,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0006182009,2010,11.991,114.021,40.23,14795.957,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0008110008,2010,0.385,100.528,24.486,9005.472,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002436003,2010,1.278,1.02,0.372,2275.838,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100002XM8,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0003105003,2010,28.313,60.912,18.983,6981.651,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
TW0002344009,2010,50.501,179.769,6.529,39934.358,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3154370005,2010,0.272,0.1,0.04,715.524,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US9778521024,2010,176.486,173.991,4.463,867.287,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7030530000,2010,4.493,32.297,18.29,246922.4067,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
KR7240810002,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
BE0974310428,2010,,,,,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
JP3990600003,2010,1.421,4.935,8.437,9144.855,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100001R90,2010,5.128,62.273,0.271,356.1748023,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
CNE100001DJ8,2010,1.314,2.998,4.764,376.7077498,Semiconductors,0.8361693120547229,7.411291732214647,33.869677003345686
US0079031078,2011,45.014,146.623,432.385,6568.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US0326541051,2011,38.151,95.712,6.373,2993.32,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US0382221051,2011,44.541,135.976,36.863,10517.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US11135F1012,2011,114.511,156.427,12.022,2336.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US29355A1079,2011,0.01,8.525,34.547,149.523,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US3364331070,2011,6.927,388.531,18.027,2766.207,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US4581401001,2011,1000.0,2200.0,201.7,53999.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US4824801009,2011,4.122,52.387,271.756,3175.167,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US5128071082,2011,18.577,42.789,277.107,3237.693,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US5950171042,2011,97.349,143.758,7.653,1487.205,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US5951121038,2011,1347.876,1419.528,45.225,8788.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US6098391054,2011,0.058,4.962,1.011,196.519,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US67066G1040,2011,2.198,43.871,18.235,3543.309,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
NL0009538784,2011,561.89,469.493,36.49,4194.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US6821891057,2011,1162.695,494.782,17.715,3442.3,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US74736K1016,2011,171.731,179.229,5.413,1051.756,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US7475251036,2011,63.301,50.591,76.972,14957.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US83088M1027,2011,34.632,165.625,7.302,1418.9,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US8807701029,2011,2.014,22.299,122.31,1429.061,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US8825081040,2011,820.0,1490.0,70.684,13735.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
CNE100004ZD8,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US00108J1097,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003438008,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
CNE100003MM9,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003437000,2011,0.47,12.239,0.695,3968.509,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0008261009,2011,0.031,0.586,0.517,2950.319,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
JP3122400009,2011,3.693,39.007,99.766,99634.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
DE000A0WMPJ6,2011,0.26,5.887,72.822,610.96,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
KYG022421088,2011,0.013,0.239,0.467,2665.705,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003041000,2011,1.98,1.707,0.645,3683.182,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
CNE100001ZN3,2011,1.22,1.325,0.207,259.7797479,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US01749D1054,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
BMG6331P1041,2011,8.626,9.769,1.859,361.308,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
GB00BNDRMJ14,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
KYG037AX1015,2011,1.595,2.15,0.488,94.739,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US0316521006,2011,53.619,741.746,237.623,2776.359,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
CNE100003LZ3,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0002493004,2011,0.659,2.099,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
AT0000A18XM4,2011,15.447,9.328,1.976,275.705,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US0323325045,2011,3.472,4.916,21.115,246.705,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0006291008,2011,0.482,0.221,0.061,349.495,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0006533003,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0006138001,2011,0.004,1.055,0.599,3421.877,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
JP3105280006,2011,6.378,21.673,1.565,25992.11,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0006531007,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0008271008,2011,0.04,1.872,1.645,9390.134,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0006449002,2011,1.034,1.621,0.179,1019.304,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003264008,2011,0.323,33.326,14.287,4903.828,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
NO0010946593,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US04302A1043,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003711008,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003169009,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
NL0000334118,2011,0.636,23.229,194.801,1634.334,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0005269005,2011,0.002,0.554,0.253,1446.302,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
NL0010273215,2011,19.27,162.755,673.563,5651.035,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
KYG0535Q1331,2011,3.446,143.87,142.002,12915.194,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0005274005,2011,0.015,0.17,0.059,338.176,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US04965B1008,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
KR7017900002,2011,9.098,24.064,1.813,389845.571,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US0545402085,2011,4.091,5.675,27.339,319.416,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
JP3108080007,2011,2.16,0.958,0.494,8199.0,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US00246W1036,2011,2.373,3.748,8.911,104.121,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
NL0012866412,2011,0.203,9.532,38.968,326.927,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003031001,2011,3.253,8.962,0.759,4334.311,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
CNE100001XM0,2011,1.317,0.973,0.215,269.4731713,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
DE000A1TNMM9,2011,13.443,12.382,83.26,698.53,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
US1572101053,2011,0.957,0.94,0.31,60.239,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0003257002,2011,0.451,0.71,0.097,552.126,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0008070004,2011,6.578,6.607,2.782,15880.939,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0006548001,2011,,,,,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
TW0001597003,2011,4.631,2.019,0.202,1155.864,Semiconductors,0.9320458535577817,7.02361498285751,32.04192557376594
