Isin,Year,EG017,EG018,EG030,IS010
TW0003443008,2023,0.933,9.418,195.464,26240.714
TW0006488000,2023,21.504,509.804,1381.889,70651.593
KYG393871085,2023,1498.412,925.808,1183.418,7392
TW0003188009,2023,1.214,0.812,0.092,2047.441
TW0002441003,2023,1.687,99.494,25.112,13570.076
CNE000000YF5,2023,4.801,121.731,5.972,10822.05935
US36241U1060,2023,0.865,0.8,1.143,29.691
JP3771800004,2023,10.88,44.666,437.903,221445
CNE100002Q09,2023,6.467,25.716,0.683,1775.05486
CNE100004314,2023,3.072,315.73,16.423,2689.669885
CNE000001DN1,2023,89.75,200.007,26.751,9339.537963
KR7042700005,2023,2.767,19.836,0.176,159008.528
TW0006168008,2023,0.259,8.348,5.583,2033.098
DE000HAG0005,2023,3.208,7.259,88.941,1847
TW0006202005,2023,0.037,1.196,0.049,2596.067
CNE100002V10,2023,287.787,1024.866,17.509,26583.56297
HK0000218211,2023,22.881,514.189,116.653,2286.113
TW0002486008,2023,2.804,21.028,0.462,5068.696
TW0008040007,2023,0.015,0.358,0.13,717.97
US4532041096,2023,0.077,0.512,14.041,307.539
MYQ0166OO007,2023,0.314,80.286,30.192,1354.003
CH0011029946,2023,0.434,0.079,11.2,673.713
DE0006231004,2023,246.126,254.335,2882.06,16309
CNE100001377,2023,7.817,6.589,2.169,4530.925656
US45817G2012,2023,0.563,0.701,0.516,18.906
JP3152720003,2023,0.788,1.438,5.985,6856.988
US4611471008,2023,1.905,3.328,0.813,123.302
US44980X1090,2023,20.357,44.335,42.361,1287.439
GB0009619924,2023,2.757,15.068,1.779,115.252
TW0003014007,2023,0.168,1.231,0.164,6276.443
JP3735300000,2023,2.411,8.149,30.085,20781
JP3389680004,2023,0.162,1.54,112.22,46534.083
CNE000001F05,2023,21.401,756.465,466.195,29660.96088
CNE000000N97,2023,1.913,4.714,0.661,321.676194
TW0005285001,2023,0.234,5.59,1.575,5131.552
CNE0000017L3,2023,173.381,27.702,1.2,1741.756018
TW0006552003,2023,0.337,13.577,2.62,1765.433
TW0002375003,2023,3.564,14.696,1.082,4810.823
JP3281610000,2023,2.422,4.173,4.807,17570.052
TW0002449006,2023,6.522,412.732,94.396,33025.307
US5012421013,2023,0.433,16.779,1.355,742.491
JP3979200007,2023,0.036,6.533,575.499,152832
TW0003346003,2023,0.02,2.129,0,8473.012
US5184151042,2023,0.441,2.284,1.765,737.154
TW0003588000,2023,1.381,1.165,0.084,1141.594
KR7058470006,2023,4.192,34.066,0.282,255573.035
TW0002472008,2023,3.061,30.136,3.082,8998.265
TW0002369006,2023,1.562,53.684,14.337,5660.171
TW0004979000,2023,0.05,4.147,0.077,2956.487
US55405Y1001,2023,15.515,8.165,8.58,648.407
TW0002337003,2023,120.502,254.499,245.776,27623.608
US55933J2033,2023,5.182,9.287,4.171,230.051
MYL3867OO008,2023,0.001,0.197,5.022,2044.6
US5738741041,2023,4.645,23.686,22062.5,5919.6
US57776J1007,2023,7.725,7.822,2.839,693.263
CNE100003QK4,2023,49.738,82.133,6.116,4378.236624
TW0003527008,2023,0.062,0.898,0.19,1856.324
TW0002454006,2023,4.53,88.299,72.962,433446.33
JP3920860008,2023,4.72,2.177,8.477,70722.656
BE0165385973,2023,1.176,11.487,403.353,964.297902
JP3750400008,2023,2.236,12.498,55.005,38292
JP3910570005,2023,1.783,6.996,10.144,14265.227
TW0002464005,2023,277.651,4257.73,0.38,8812.743
US55306N1046,2023,9.384,70.434,28.716,3622
CNE100001X19,2023,113.243,245.664,16.703,17535.67555
CNE100003MN7,2023,0.005,2.173,2.409,2285.738498
TW0002434008,2023,0.018,0.851,0.075,63.079
DE0006627201,2023,#N/A N/A,#N/A N/A,#N/A N/A,464.409072
SE0000375115,2023,0.489,2.846,185.634,5706
US63010N1054,2023,0.085,0.085,0.367,2.78239
TW0002408002,2023,56.586,374.412,347.77,29892.306
CNE1000040F5,2023,24.941,128.141,4.839,3190.301295
CNE100000ML7,2023,73.594,220.028,32.572,22079.45809
US64118P1093,2023,1.284,1.157,0.719,69.205
TW0003317004,2023,0.018,0.388,0.083,2464.539
JP3686200001,2023,1.587,2.121,11.946,17754
JP3725200004,2023,2.267,7.874,3.844,24449
JP3701200002,2023,38.888,389.238,76.713,161881
NO0003055501,2023,0,0.185,73.33,542.869
IL0010845571,2023,22.04,8.308,2.746,517.922
TW0003034005,2023,0.75,17.914,1060.734,110428.698
TW0004919006,2023,31.369,38.633,14.425,35348.149
US6294452064,2023,1.366,1.251,1.722,38.253592
JP3193600008,2023,2.306,2.374,0.487,17109.026
US6833441057,2023,8.357,7.356,62.26,815.868
TW0002329000,2023,0.147,83.985,2209.101,16690.436
JP3200400004,2023,3.535,11.387,99.53,32036.917
DE000LED4000,2023,#N/A N/A,#N/A N/A,#N/A N/A,3590
US68989M2026,2023,1.78,2.167,1.995,83.279
TW0002481009,2023,1.219,23.169,1.932,12707.319
US7013543001,2023,0.882,1.09,1.493,25
US71360T2006,2023,0.461,0.192,0.598,13.749
TW0008299009,2023,0.445,15.562,3.715,48221.63
US7194051022,2023,83.849,94.36,20.219,892.076
CNE100005998,2023,10.068,12.686,6.247,2704.974035
US72581M3051,2023,1.224,0.821,1.282,59.677
US7392761034,2023,16.273,22.665,3.241,444.538
TW0006770001,2023,57.336,534.316,408.773,44022.552
TW0006239007,2023,18.778,331.456,435.857,70440.945
TW0006173008,2023,1.586,30.441,6.539,3653.839
DE0007461006,2023,0.828,1.652,4.36,263.446
US74837P4054,2023,0.539,0.669,1.23,21.198
US7509171069,2023,1.705,1.333,35.765,461.117
TW0002379005,2023,1.025,22.504,2.532,95179.276
TW0002302007,2023,0.77,2.638,0.216,716.545
JP3164720009,2023,156.403,647.66,1694.26,1469415
US7631651079,2023,3.859,4.744,1.668,262.658
TW0004968003,2023,0.029,0.556,0.219,2984.581
TW0008104001,2023,0.003,0.614,1.488,2682.217
ES0105225009,2023,0.156,0.109,0.207,5.192265
CNE100003RK2,2023,4.273,5.344,1.71,2134.522147
JP3982800009,2023,173.712,601.299,8146.55,507882
JP3982200002,2023,3.987,26.103,846.02,94518
JP3976200000,2023,0.454,0.388,6962.28,260303
JP3975410006,2023,0.219,1.319,1352.34,#N/A N/A
JP3322950001,2023,0.068,0.864,14.844,7830.591
CNE000000KB3,2023,150.938,309.405,28.077,14052.75196
JP3329600005,2023,6.223,69.458,285.936,225387
DE0005156236,2023,3.515,4.453,1.713,139.439
TW0003583001,2023,0.733,8.48,0.919,6911.981
JP3494600004,2023,9.812,14.077,3284,460834
TW0002351004,2023,2.075,27.727,16.057,10856.531
JP3418400002,2023,3.542,2.79,1.324,23760.63
US8168501018,2023,0.967,9.344,3.889,756.533
CH0406705126,2023,0.926,2.242,4.95,233.167
KR7046890000,2023,57.018,65.034,3.355,1032380.636
US8173232070,2023,0.641,0.475,0.766,33.616
CNE100002NT4,2023,0.236,4.006,2.089,2615.716404
CNE000000XB6,2023,4.719,3.689,2.092,2137.110753
CNE100000510,2023,0.046,8.474,12.101,3536.259424
CNE100002G84,2023,16.349,37.661,5.459,4408.05232
CNE100000Q50,2023,157.23,297.362,23.007,17167.02345
JP3355000005,2023,0.671,5.046,478.076,61001
JP3371600002,2023,1.3,77.1,506.5,108278
JP3375800004,2023,44.135,105.62,405.692,286358
KYG811801045,2023,1.856,44.466,0.307,5212.222
TW0006257009,2023,0.521,75.206,8.65,15479.501
TW0002363009,2023,0.252,0.883,0.013,187.184
US8269191024,2023,0.039,1.592,131.355,782.258
US82706C1080,2023,11.384,20.725,1.362,639.142
TW0003530002,2023,0.005,0.109,0.001,1663.499
TW0003288007,2023,0.102,0.157,0.035,98.084
DE000WAF3001,2023,11.584,243.39,5193.973,1513.8
TW0005483002,2023,26.431,551.442,77.286,81965.952
US82982T1060,2023,3.595,3.896,4.03,143.993
TW0008016007,2023,0.123,2.156,0.292,16722.891
KR7000660001,2023,2013.107,5625.113,1343.814,32765719
JP3162640001,2023,4.618,12.66,1.185,28113.01
US83089J1088,2023,7.021,21.024,2.34,286.682
KYG8232Y1017,2023,2.56,52.85,21.914,1441.25
KYG8020E1199,2023,843.517,1764.42,490.04,6321.56
DE0005178008,2023,2.04,1.048,1.335,112.595
FR0013227113,2023,4.517,20.748,293.823,1088.73
TW0005471007,2023,0.003,0.683,0.001,2609.937
TW0003055000,2023,0,1.867,0.287,1342.715
CNE100003RN6,2023,38.581,47.571,6.565,3662.965374
NL0000226223,2023,514,272,120,17286
DE000A1K0235,2023,1.281,2.863,189.113,304.262
JP3322930003,2023,21.344,628.137,989.902,425941
TW0002401007,2023,4.008,12.283,0.276,5535.421
CNE000001P60,2023,9.848,11.434,4.139,4087.354533
US87157D1090,2023,0.058,4.417,71.471,1355.1
TW0001582005,2023,0.032,0.317,0.455,8769.537
TW0002338001,2023,0.194,13.803,1.521,7199.935
TW0006278005,2023,1.124,61.336,25.94,46496.015
TW0002340007,2023,2.822,32.799,7.006,3972.279
JP3468000009,2023,1.508,4.799,45.933,28161.419
TW0004967005,2023,0.021,0.924,0.476,16566.276
IT0005482333,2023,2.085,12.732,284.803,409.274
TW0003030003,2023,2.676,20.724,0.079,4435.101
CNE100000825,2023,85.015,439.862,15.572,11298.24526
KR7064760002,2023,3.782,29.464,0.84,226652.882
JP3571400005,2023,22.336,20.144,14333,2209025
JP3571800006,2023,16.944,36.824,208.089,162270
JP3580200008,2023,15.602,66.306,381.453,146801
TW0006271000,2023,0.842,65.407,20.919,11584.909
CNE1000006C3,2023,163.129,805.436,37.869,22269.28321
TW0008021007,2023,0.382,10.773,0.707,2748.486
JP3637280003,2023,57.635,162.028,1032.95,31956.887
JP3555700008,2023,0.498,11.894,80.211,53822.668
IL0010823792,2023,462.114,151.025,52.274,1422.68
TW0002451002,2023,0.034,4.166,0.72,10496.172
TW0002330008,2023,1596.03,10179.9,6932.038,2161735.841
TW0002426004,2023,7.286,16.136,3.758,2267.637
CH0033361673,2023,0.232,0.472,73.741,576.91
US90385V1070,2023,61.597,63.422,11.192,1734.5
JP3126190002,2023,6.054,82.36,3387.734,227528
TW0002303005,2023,509.555,1636.21,1453.01,222533
TW0008277005,2023,0.368,0.444,0.156,267.153
CNE000001M14,2023,10.616,9.192,9.86,7565.36909
KR7077500007,2023,5.87,6.395,0.671,665926.33
MYL5005OO003,2023,2.4,116.6,0.3,1439.686
US91347P1057,2023,0.554,2.677,4.461,576.429
JP3829900004,2023,3.741,4.834,25.507,43146
TW0005347009,2023,203.2,545.391,271.587,38272.57
US9224171002,2023,1.803,7.517,4.479,666.435
CNE100004413,2023,0.028,1.51,2.226,2337.996409
TW0002388006,2023,0.061,1.051,0.258,12639.087
TW0006789001,2023,4.91,37.135,15.314,7236.928
US9282981086,2023,254.18,285.758,32.136,3402.045
US92835K1034,2023,8.072,12.148,6.896,355.048
TW0002455003,2023,0.493,9.194,2.681,2694.104
TW0006182009,2023,7.602,65.874,10.987,10047.814
TW0008110008,2023,2.054,99.173,166.232,7276.069
TW0002436003,2023,1.452,1.368,0.041,2885.56
CNE100002XM8,2023,0.613,33.461,51.645,21020.64162
TW0003105003,2023,36.261,108.701,76.541,15836.498
TW0002344009,2023,62.898,392.102,454.204,75006.078
JP3154370005,2023,0.109,0.057,0.167,407.449
US9778521024,2023,259.254,84.489,18848.78,921.9
KR7030530000,2023,12.541,102.847,6.904,749527.05
KR7240810002,2023,3.153,19.144,1.925,690337.587
BE0974310428,2023,0.162,0.338,261.44,906.786
JP3990600003,2023,0.29,1.249,81.847,24114
CNE100001R90,2023,11.034,85.004,32.964,5409.834952
CNE100001DJ8,2023,22.471,429.269,51.027,17983.18571
US88160R1014,2010,110.12,183.799,94.437,116.744
CNE100000296,2010,154.703,2555.446,5580.205,46685.349
US50202M1027,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3453708600,2010,1600,3700,103644.505,128954
US98422D1054,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US5494981039,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2010,23.792,14.754,7.619,2624.814776
INE260D01016,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US0395872098,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2010,0,0,0,0
SGXZ55111462,2010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2011,89.912,192.063,165.22,204.242
CNE100000296,2011,145.267,2566.875,5797.071,46312.282
US50202M1027,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3453708600,2011,1600,3500,110230.99,136264
US98422D1054,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2011,157.748,624.696,239.8,1915.738
US5494981039,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2011,38.833,13.416,16.36,5423.98251
INE260D01016,2011,#N/A N/A,#N/A N/A,#N/A N/A,680.407828
US0395872098,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2011,0,0,0,0
SGXZ55111462,2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2012,135.458,139.904,334.307,413.256
CNE100000296,2012,153.869,2372.011,5690.754,44380.858
US50202M1027,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3453708600,2012,1700,3400,108042.776,133559
US98422D1054,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2012,174.624,895.373,451.311,3519.669
US5494981039,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2012,46.676,11.135,13.138,4439.988632
INE260D01016,2012,#N/A N/A,#N/A N/A,#N/A N/A,597.847482
US0395872098,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2012,0,0,0,0
SGXZ55111462,2012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2013,117.542,346.371,1628.824,2013.496
CNE100000296,2013,166.231,2715.243,6548.723,49767.887
US50202M1027,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3453708600,2013,1500,3300,118848.752,146917
US98422D1054,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2013,149.38,755.814,1681.906,12781.868
US5494981039,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2013,28.77,10.739,11.976,3998.990567
INE260D01016,2013,#N/A N/A,#N/A N/A,#N/A N/A,700.698822
US0395872098,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2013,0,0,0,0
SGXZ55111462,2013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2014,130.824,360.09,2587.319,3198.356
CNE100000296,2014,164.85,2791.863,7269.491,55366.384
US50202M1027,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3453708600,2014,1500,3100,116551.329,144077
US98422D1054,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2014,238.944,850.753,7401.305,56370.306
US5494981039,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2014,26.366,13.544,21.514,7601.273245
INE260D01016,2014,#N/A N/A,#N/A N/A,#N/A N/A,803.246934
US0395872098,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2014,0,0,0,0
SGXZ55111462,2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2015,124.45,363.726,2047.045,4046.025
CNE100000296,2015,156.051,3230.798,7703.239,77611.985
US50202M1027,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3453708600,2015,1407.4,3313.9,129289,149558
US98422D1054,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2015,255.428,766.495,9853.044,84111.526
US5494981039,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2015,34.282,12.465,835.535,9197.351238
INE260D01016,2015,0.012,1.917,1.496,921.513392
US0395872098,2015,0,0,0.001,0.012244
US54405Q2093,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2015,0,0,10.937,0
SGXZ55111462,2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2016,145.232,375.31,3609.191,7000.132
CNE100000296,2016,156.466,3269.417,7440.372,100207.703
US50202M1027,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2016,0,0,0.143,0
US3453708600,2016,1304.41,3312.94,147036,151800
US98422D1054,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2016,282.493,670.137,19500.844,116198.983
US5494981039,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2016,35.17,12.462,1015.304,10392.39467
INE260D01016,2016,0.011,1.801,1.897,929.592375
US0395872098,2016,0,0,0.143,0
US54405Q2093,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2016,0,0,10.875,0
SGXZ55111462,2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2017,174.557,416.877,5958.103,11758.751
CNE100000296,2017,168.642,3014.212,5237.647,102650.614
US50202M1027,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2017,0,0,0.143,0
US3453708600,2017,1391.13,3359.91,211808,156776
US98422D1054,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2017,329.577,821.082,18583.858,134158.541
US5494981039,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2017,41.234,13.896,642.122,11579.51764
INE260D01016,2017,0.012,1.867,2.172,1140.664
US0395872098,2017,0.002,0.003,0.168,0.127016
US54405Q2093,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2017,0,0,0,0
SGXZ55111462,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2018,172.787,401.403,11754.793,21461.268
CNE100000296,2018,175.167,3172.66,21894.51,130054.707
US50202M1027,2018,0,0,0.143,0
US62914V1061,2018,9.619,26.756,1223.928,4951.171
US3453708600,2018,1419.44,3110.56,0,160338
US98422D1054,2018,0.135,0.784,0.649,9.706
US7311052010,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2018,328.387,846.841,22228.407,151920.39
US5494981039,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2018,39.092,10.46,1045.952,12446.5262
INE260D01016,2018,0.01,1.553,1.51,1642.153
US0395872098,2018,0.002,0.003,0.163,0.094996
US54405Q2093,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2018,0,0,10.949,0
SGXZ55111462,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2019,173.742,406.062,12682.746,24578
CNE100000296,2019,180.873,2992.157,21880.194,121778.117
US50202M1027,2019,2.591,16.228,17.896,284.367
US62914V1061,2019,12.281,34.248,1663.781,7824.904
US3453708600,2019,1394.7,3037.93,45873.199,155900
US98422D1054,2019,1.933,22.161,169.4,2321.219
US7311052010,2019,0.421,5.486,92.226,92.415
CNE100005K77,2019,3.077,2.467,7.483,116.963
CNE100001TJ4,2019,262.747,758.964,26071.583,174632.722
US5494981039,2019,0.168,0.971,3.98,4.59
TH3545010003,2019,44.201,10.882,0.055,14886.86678
INE260D01016,2019,0.027,1.416,1.144,1701.087
US0395872098,2019,0.019,0.033,0.637,0.98785
US54405Q2093,2019,0,0,0.143,0
US3073597037,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CA35954F1080,2019,0,0,10.775,0
SGXZ55111462,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2020,167.655,439.394,28037.844,31536
CNE100000296,2020,199.406,3945.77,31893.219,153469.184
US50202M1027,2020,10.698,43.091,2320.96,9456.609
US62914V1061,2020,11.081,43.707,1911.087,16257.933
US3453708600,2020,1111.53,2530.11,364491,127144
US98422D1054,2020,2.801,24.529,1.283,5844.321
US7311052010,2020,0.578,8.203,705.89,610.245
CNE100005K77,2020,5.948,6.584,50.58,631.301
CNE100001TJ4,2020,216.662,691.381,24827.73,176973.004
US5494981039,2020,0.125,0.874,1.856,3.976
TH3545010003,2020,45.305,12.965,0.068,17079.55711
INE260D01016,2020,#N/A N/A,#N/A N/A,#N/A N/A,2005.204
US0395872098,2020,0.036,0.066,1.697,2.176293
US54405Q2093,2020,0,0,0.143,0
US3073597037,2020,0,0,0,0
CA35954F1080,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SGXZ55111462,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US88160R1014,2021,185,403,1954,53823
CNE100000296,2021,315.61,4903.5,33677.473,216142.395
US50202M1027,2021,11.039,43.844,4685.69,27009.779
US62914V1061,2021,12.416,41.431,7355.908,36136.423
US3453708600,2021,1069.91,2000.13,350525,136341
US98422D1054,2021,5.892,32.723,3.869,20988.131
US7311052010,2021,0.734,10.839,1131.257,1337.181
CNE100005K77,2021,8.346,6.226,445.171,3132.059
CNE100001TJ4,2021,221.782,552.914,26344.517,175915.6869
US5494981039,2021,0.849,4.297,18.868,27.111
TH3545010003,2021,39.326,13.559,143.502,20558.09664
INE260D01016,2021,#N/A N/A,#N/A N/A,#N/A N/A,2813.761
US0395872098,2021,0.07,0.178,4.492,4.386222
US54405Q2093,2021,0,0,0.143,0
US3073597037,2021,0,0,0,0
CA35954F1080,2021,0,0,11.126,0
SGXZ55111462,2021,0,0,0.143,0
US88160R1014,2022,202,408,41171,81462
CNE100000296,2022,550.932,7511.04,46868.655,424060.635
US50202M1027,2022,20.549,84.185,5778.397,45286.816
US62914V1061,2022,26.535,91.901,5366.68,49268.561
US3453708600,2022,1197.74,1565.27,377923,158057
US98422D1054,2022,18.024,83.654,4.742,26855.119
US7311052010,2022,0.47,7.57,1867.82,2461.896
CNE100005K77,2022,11.149,4.408,3384.771,12384.63
CNE100001TJ4,2022,210.963,569.541,22936.212,190462.586
US5494981039,2022,21.365,31.84,367.34,608.181
TH3545010003,2022,40.854,25.977,247.867,27546.8149
INE260D01016,2022,0.012,2.754,4.068,5932.573
US0395872098,2022,0.121,0.3,8.027,6.557526
US54405Q2093,2022,0.007,0.033,0.725,0.194
US3073597037,2022,0,0,0,0
CA35954F1080,2022,0,0,13.964,0
SGXZ55111462,2022,7.61,29.797,5382.358,0
US88160R1014,2023,211,466,49354,96773
CNE100000296,2023,931.916,11409.5,69356.978,602315.354
US50202M1027,2023,29.995,171.571,36314.349,123851.332
US62914V1061,2023,31.876,91.048,5897.924,55617.933
US3453708600,2023,1108.81,1355.15,384120,176191
US98422D1054,2023,27.043,130.208,5.491,30676.067
