Isin,Year,EG017,EG018,EG030,IS010
US82982T1060,2021,3.845,2.991,7.095,218.808
TW0008016007,2021,0.127,1.989,0.168,22255.67
KR7000660001,2021,2628.92,5009.54,3756.48,42997792
JP3162640001,2021,4.354,12.206,1.162,20440.087
US83089J1088,2021,4.546,12.183,1.485,149.406
KYG8232Y1017,2021,2.395,55.589,38.155,1501.142
KYG8020E1199,2021,680.308,1558.79,187.307,5443.112
DE0005178008,2021,1.687,0.911,1.188,84.69
FR0013227113,2021,5.786,18.506,146.663,583.761
TW0005471007,2021,0,0.696,0,5865.539
TW0003055000,2021,0,1.851,0.458,2646.239
CNE100003RN6,2021,8.033,9.793,3.505,1706.643166
NL0000226223,2021,481.19,472.506,777.253,12761
DE000A1K0235,2021,1.668,2.991,132.763,263.438
JP3322930003,2021,22,579,758.385,335674
TW0002401007,2021,5.774,13.54,0.394,7960.831
CNE000001P60,2021,10.705,17.812,3.12,2475.68614
US87157D1090,2021,0.055,4.338,69.195,1339.6
TW0001582005,2021,0.041,0.201,1.328,10194.799
TW0002338001,2021,0.229,14.625,1.47,6077.362
TW0006278005,2021,0.247,5.549,41.581,65720.492
TW0002340007,2021,3.411,45.852,8.761,6143.243
JP3468000009,2021,0.232,3.227,49.155,22001.81
TW0004967005,2021,0.053,1.17,0.407,7651.772
IT0005482333,2021,1.112,2.576,137.841,391.737
TW0003030003,2021,3.348,19.306,0.087,5606.69
CNE100000825,2021,106.998,521.79,17.261,12096.79333
KR7064760002,2021,4.804,32.44,1.046,270766.568
JP3571400005,2021,29.122,156.903,9386,1399102
JP3571800006,2021,12.621,31.444,371.258,140055
JP3580200008,2021,12.181,61.308,332.925,97105
TW0006271000,2021,0.799,50.411,20.088,13860.114
CNE1000006C3,2021,7.516,40.637,27.164,15812.23281
TW0008021007,2021,0.26,14.854,0.982,3773.746
JP3637280003,2021,58.514,38.359,20.914,23712.981
JP3555700008,2021,0.514,15.56,38.398,29706.793
IL0010823792,2021,463.014,167.693,62.879,1508.166
TW0002451002,2021,0.038,3.954,1.045,14314.815
TW0002330008,2021,2151.94,8152.5,6049.26,1587415.037
TW0002426004,2021,11.145,18.404,4.08,3163.375
CH0033361673,2021,0.309,0.981,27.428,414.057
US90385V1070,2021,22.918,24.218,11.805,2101.6
JP3126190002,2021,5.829,80.118,5752.13,183011
TW0002303005,2021,989.427,1784.49,2834.73,213011.018
TW0008277005,2021,0.506,0.632,0.162,328.99
CNE000001M14,2021,8.779,7.541,7.955,5342.115109
KR7077500007,2021,5.875,6.579,0.572,590983.231
MYL5005OO003,2021,1.3,135.6,4.162,1568.923
US91347P1057,2021,0.55,2.602,10.539,553.525
JP3829900004,2021,5.481,4.481,41.219,55186
TW0005347009,2021,424.443,521.172,278.142,43951.087
US9224171002,2021,1.949,8.503,0.524,583.277
CNE100004413,2021,0,1.274,1.938,2139.314812
TW0002388006,2021,0.009,1.103,0.002,7001.135
TW0006789001,2021,7.282,36.057,20.868,9029.178
US9282981086,2021,178.935,213.142,35.916,3240.487
US92835K1034,2021,7.248,11.252,5.782,317.919
TW0002455003,2021,0.525,8.801,0.516,3608.521
TW0006182009,2021,8.496,65.635,8.251,10341.276
TW0008110008,2021,2.831,98.438,115.934,8118.256
TW0002436003,2021,1.963,1.05,0.045,3601.983
CNE100002XM8,2021,0.549,21.755,37.304,24103.50957
TW0003105003,2021,87.868,117.82,65.931,26182.376
TW0002344009,2021,38.76,277.284,527.579,99569.924
JP3154370005,2021,0.109,0.051,0.118,307.576
US9778521024,2021,360.118,88.685,196751,525.6
KR7030530000,2021,18.606,123.683,9.086,844363.924
KR7240810002,2021,3.028,22.347,3.747,1232302.199
BE0974310428,2021,0.193,0.293,175,657.751
JP3990600003,2021,3.306,9.551,45.888,24195
CNE100001R90,2021,6.41,103.318,18.509,4396.593538
CNE100001DJ8,2021,24.541,134.484,14.296,5961.359501
US0079031078,2022,8.145,38.637,25641,23601
US0326541051,2022,175.759,149.115,1441,12013.953
US0382221051,2022,66.553,72.933,24103.4,25785
US11135F1012,2022,97.208,152.507,27.176,33203
US29355A1079,2022,0,10.603,53.542,2330.853
US3364331070,2022,7.69,563.652,2679.64,2619.319
US4581401001,2022,1190.9,347.6,10067,63054
US4824801009,2022,7.964,36.955,4268.42,9211.883
US5128071082,2022,432.998,63.3,6767.14,17227.039
US5950171042,2022,407.724,305.162,22.231,6820.9
US5951121038,2022,3478.45,4132.21,4518.91,30758
US6098391054,2022,3.835,25.567,19.617,1794.148
US67066G1040,2022,4.612,78.21,2701.48,26914
NL0009538784,2022,525.886,639.073,18553.1,13205
US6821891057,2022,841.104,741.934,2143.21,8326.2
US74736K1016,2022,165.487,116.063,1.768,4645.714
US7475251036,2022,104.85,160.417,6394.1,44200
US83088M1027,2022,38.022,119.532,34.509,5485.5
US8807701029,2022,3.928,29.602,3854.14,3155.045
US8825081040,2022,1112.03,1057.2,13.171,20028
CNE100004ZD8,2022,0.229,0.117,7.674,2873.045516
US00108J1097,2022,8.22,7.291,3.091,388.832
TW0003438008,2022,0.035,1.013,0.056,1035.975
CNE100003MM9,2022,1.331,30.29,15.348,4739.830998
TW0003437000,2022,0.356,7.76,0.708,2410.672
TW0008261009,2022,0.011,0.459,0.075,3911.138
JP3122400009,2022,3.75,21.29,2052.92,416901
DE000A0WMPJ6,2022,0.12,0.609,52.569,463.167
KYG022421088,2022,0.007,0.227,0.295,13725.204
TW0003041000,2022,1.401,1.313,0.111,2651.069
CNE100001ZN3,2022,3.596,2.931,0.974,1514.132177
US01749D1054,2022,0.391,61.748,21.303,768.674
BMG6331P1041,2022,30.282,39.447,4.042,777.552
GB00BNDRMJ14,2022,0.209,0.341,0.602,185.406
KYG037AX1015,2022,4.561,3.253,1.338,331.856
US0316521006,2022,64.167,1012.03,2347.5,7091.585
CNE100003LZ3,2022,9.479,12.135,3.582,5544.914424
TW0002493004,2022,1.775,3.115,0.266,3448.384
AT0000A18XM4,2022,65.5,230.5,1373.5,4819
US0323325045,2022,2.045,2.06,0.801,106.298
TW0006291008,2022,1.036,0.644,0.047,1416.826
TW0006533003,2022,0.664,0.58,0.187,931.821
TW0006138001,2022,0.004,1.242,0.002,6381.606
JP3105280006,2022,8.145,22.223,2.748,43347.226
TW0006531007,2022,0.013,0.255,0.876,5094.775
TW0008271008,2022,0.125,1.816,0.429,8797.035
TW0006449002,2022,0.285,12.397,0.366,2488.694
TW0003264008,2022,3.287,109.306,27.305,14499.155
NO0010946593,2022,0.227,0.082,0.478,33.4391036
US04302A1043,2022,0.916,0.596,0.848,50.378
TW0003711008,2022,90.993,1671.24,13350.2,670872.643
TW0003169009,2022,0.973,0.603,0.086,1335.476
NL0000334118,2022,1.684,8.531,1901.43,2410.927
TW0005269005,2022,0.043,0.534,8.802,5248.329
NL0010273215,2022,17.3,20.8,11875.5,21173.4
KYG0535Q1331,2022,2.369,62.13,0.8,19363.495
TW0005274005,2022,0.017,0.278,11.903,5210.128
US04965B1008,2022,0.019,0.017,0.081,0.382
KR7017900002,2022,2.922,10.901,0.377,152201.072
US0545402085,2022,5.336,4.068,3.637,919.998
JP3108080007,2022,2.079,0.945,1.463,10666
US00246W1036,2022,4.278,11.686,1.201,141.118
NL0012866412,2022,0.335,3.42,9.817,722.87
TW0003031001,2022,2.103,4.18,1.462,1508.924
CNE100001XM0,2022,121.924,136.435,46.335,17030.45483
DE000A1TNMM9,2022,3.582,2.786,1.741,180.473
US1572101053,2022,1.773,1.15,3.642,134.648
TW0003257002,2022,0.858,1.293,0.034,542.232
TW0008070004,2022,1.947,53.257,9.033,21858.509
TW0006548001,2022,1.947,53.257,9.033,14431.284
TW0001597003,2022,5.369,2.58,0.362,1635.779
CNE100003S06,2022,11.645,452.733,43.07,10060.12952
TW0008084005,2022,1.145,1.799,0.188,1159.106
TW0006147002,2022,7.185,151.215,41.393,24010.157
TW0008150004,2022,4.303,238.01,95.757,23517.064
US1727551004,2022,0.57,2.068,231.256,1781.46
GB0001602944,2022,0.131,0.208,0.06,16.964
US19247G1076,2022,55.391,223.817,151.998,3316.616
US1925761066,2022,1.15,9.61,18.356,812.775
KYG234201138,2022,0.064,0.472,0.066,37.14
TW0002466000,2022,19.991,2.861,2.253,1390.778
MYL7204OO000,2022,0.047,25.249,16.58,983.028
JP3487600003,2022,6.231,5.919,42.952,87639.991
CNE000000X87,2022,3.847,4.095,0.509,1074.940563
TW0003094009,2022,0.069,0.401,0.696,307.09
KR7000990002,2022,100.801,177.57,43.204,1669476.722
US2545431015,2022,144.76,144.925,45.095,2000.58
JP3548600000,2022,5.206,43.989,1334.03,253781
CNE100001RT7,2022,0.403,10.062,5.373,4741.640834
TW0003048005,2022,13.841,3.595,7.863,118707.037
TW0002458007,2022,0.393,2.913,0.564,13030.484
TW0003450003,2022,0.138,43.574,4.911,6775.781
TW0003006003,2022,0.045,3.592,0.798,16207.898
DE0005677108,2022,4.486,3.296,95.67,447.247
TW0003529004,2022,0.016,1.654,0.02,3216.711
TW0003714002,2022,66.086,280.416,42.114,28878.25
US29362U1043,2022,28.919,120.337,309.709,3282.033
KR7039030002,2022,0.403,3.877,4.371,447157.59
TW0003016002,2022,0.488,54.439,0.428,5899.587
TW0005351001,2022,0.1,3.197,30.811,4684.589
KR7084370006,2022,0,12.054,1.757,310632.918
TW0002393006,2022,1.621,84.583,18.221,19888.289
TW0006288004,2022,0.479,5.473,1.968,3825.456
TW0003035002,2022,0.111,3.284,0.284,13065.155
TW0004961008,2022,0.32,0.939,0.221,19680.425
TW0003545000,2022,0.088,1.037,0.398,12949.902
US3463751087,2022,7.534,13.541,7.127,747.937
TW0008131004,2022,1.955,131.147,25.666,10433.443
TW0003532008,2022,5.914,224.215,5359.21,16392.965
TW0003413001,2022,0.152,3.101,7.882,14843.221
CNE100004PM0,2022,38.231,223.593,2.42,5943.796651
KYG3790U1040,2022,0.219,29.004,0,5221.467
TW0004952007,2022,0.049,0.686,0.003,3169.374
CNE1000030S9,2022,0.06,4.643,0.744,8129.992425
TW0008081001,2022,0.048,1.178,0.129,8420.08
TW0003443008,2022,0.175,8.709,1.598,24039.671
TW0006488000,2022,23.94,521.309,465.943,70286.871
KYG393871085,2022,1649.77,811.685,834.806,8108
TW0003188009,2022,0.651,0.491,0.062,1061.576
TW0002441003,2022,1.176,107.478,32.247,15950.309
CNE000000YF5,2022,24.25,26.489,6.746,15253.94521
US36241U1060,2022,1.042,0.875,1.244,33.384
JP3771800004,2022,11.233,46.271,685.924,208803
CNE100002Q09,2022,8.119,16.308,0.676,2576.529049
CNE100004314,2022,2.35,223.442,25.499,2914.216348
CNE000001DN1,2022,81.265,169.654,26.226,8282.201633
KR7042700005,2022,4.693,31.256,0.331,327592.059
TW0006168008,2022,0.071,9.349,5.778,2469.709
DE000HAG0005,2022,3.319,7.487,80.606,1707
TW0006202005,2022,0.088,1.435,0.072,6015.968
CNE100002V10,2022,234.292,906.648,20.319,23656.90445
HK0000218211,2022,24.877,473.06,131.87,2475.488
TW0002486008,2022,0.083,9.282,35.05,5195.927
TW0008040007,2022,0.015,0.417,0.232,1302.573
US4532041096,2022,0.074,0.328,11.008,257.8
MYQ0166OO007,2022,0.525,78.803,16.809,1547.899
CH0011029946,2022,0.545,0.273,9.837,581.297
DE0006231004,2022,312.076,574.595,2143.69,14218
CNE100001377,2022,9.537,7.657,3.533,5411.867515
US45817G2012,2022,0.471,0.457,0.851,15.966
JP3152720003,2022,0.821,1.518,4.367,6017.22
US4611471008,2022,1.817,3.268,0.752,116.828
US44980X1090,2022,14.122,45.803,55.713,1429.547
GB0009619924,2022,3.334,16.751,2.095,167.494
TW0003014007,2022,0.958,1.668,0.152,5212.206
JP3735300000,2022,3.134,8.955,39.996,23599
JP3389680004,2022,0.162,1.54,112.221,37988.674
CNE000001F05,2022,23.06,718.729,346.791,33762.02845
CNE000000N97,2022,2.383,5.729,0.883,375.4753918
TW0005285001,2022,0.043,6.064,1.843,6274.4
CNE0000017L3,2022,16334.3,37.822,1.271,1953.144399
TW0006552003,2022,0.331,17.055,4.736,2112.837
TW0002375003,2022,4.348,15.922,1.102,5868.312
JP3281610000,2022,2.494,4.43,5.216,21102.765
TW0002449006,2022,6.523,412.522,79.728,36781.996
US5012421013,2022,1.814,13.213,1.55,1503.62
JP3979200007,2022,0.018,5.067,370.633,90378.818
TW0003346003,2022,0.021,1.472,0,6612.615
US5184151042,2022,0.363,2.122,1.527,660.356
TW0003588000,2022,1.63,0.896,0.099,1631.877
KR7058470006,2022,5.094,34.431,0.309,322422.803
TW0002472008,2022,1.677,32.81,3.535,10347.189
TW0002369006,2022,1.742,65.004,11.474,6006.806
TW0004979000,2022,0.008,4.193,0.054,1318.546
US55405Y1001,2022,14.1,7.9,9.678,675.17
TW0002337003,2022,135.819,254.129,264.672,43487.454
US55933J2033,2022,7.008,11.799,6.284,337.658
MYL3867OO008,2022,0.001,0.212,5.606,2414.156
US5738741041,2022,4.32,23.176,23841.9,4462.383
US57776J1007,2022,11.383,11.182,16.47,1120.252
CNE100003QK4,2022,48.764,67.135,5.318,3677.493061
TW0003527008,2022,0.057,1.187,0.216,2534.448
TW0002454006,2022,6.619,82.16,107.721,548796.03
JP3920860008,2022,4.223,1.9,11.52,75256.424
BE0165385973,2022,1.029,12.343,25.242,836.15748
JP3750400008,2022,2.814,11.168,42.797,44321
JP3910570005,2022,1.738,6.736,10.417,11661.641
TW0002464005,2022,256.49,4345.53,0.378,10769.016
US55306N1046,2022,8.321,66.207,3.218,3547
CNE100001X19,2022,126.943,249.589,26.829,16516.77426
CNE100003MN7,2022,0.007,1.809,4.424,3672.258477
TW0002434008,2022,0.027,1.546,0.087,91.87
DE0006627201,2022,7.25,14.141,4.974,324.472773
SE0000375115,2022,0.534,2.59,120.265,5119
US63010N1054,2022,0.079,0.079,0.356,2.577332
TW0002408002,2022,59.788,377.155,740.675,56952.275
CNE1000040F5,2022,24.389,147.157,5.229,3600.360963
CNE100000ML7,2022,54.68,171.439,23.467,14688.11197
US64118P1093,2022,2.621,3.539,1.264,161.637
TW0003317004,2022,0.019,0.435,0.068,2613.483
JP3686200001,2022,1.355,2.407,15.075,19230
JP3725200004,2022,2.077,4.001,1.343,23258
JP3701200002,2022,42.209,397.629,4.562,140316
NO0003055501,2022,0,0.407,90.329,776.734
IL0010845571,2022,28.048,8.089,2.941,570.729
TW0003034005,2022,0.463,18.107,1362.52,109956.674
TW0004919006,2022,36.326,36.798,18.393,41872.426
US6294452064,2022,0.611,0.893,1.679,26.98697
JP3193600008,2022,2.735,3.287,0.47,13366.608
US6833441057,2022,9.643,7.383,69.806,1005.183
TW0002329000,2022,0.227,82.564,2753.99,15531.669
JP3200400004,2022,4.201,13.384,119.428,32347.506
DE000LED4000,2022,65.5,230.5,1373.5,4819
US68989M2026,2022,1.076,1.142,3.429,41.029
TW0002481009,2022,1.437,24.548,0.25,13227.847
US7013543001,2022,0.035,0.041,0.065,0.925
US71360T2006,2022,0.559,0.313,1.314,14.868
TW0008299009,2022,0.341,15.22,4.31,60256.142
US7194051022,2022,77.027,88.254,15.568,824.549
CNE100005998,2022,5.621,7.435,6.005,1705.562724
US72581M3051,2022,1.376,0.773,0.775,70.146
US7392761034,2022,18.849,25.158,17.388,651.138
TW0006770001,2022,89.694,581.994,213.668,76086.619
TW0006239007,2022,14.453,377.209,317.72,83926.735
TW0006173008,2022,1.345,31.697,6.016,4142.386
DE0007461006,2022,0.468,2.857,3.216,205.225
US74837P4054,2022,0.317,0.214,1.105,16.18
US7509171069,2022,1.853,0.275,267.579,454.793
TW0002379005,2022,0.808,25.654,3.3,111789.791
TW0002302007,2022,1.001,3.629,0.186,877.633
JP3164720009,2022,196.261,719.066,2093.09,1500853
US7631651079,2022,5.194,8.416,1.499,224.62
TW0004968003,2022,0.027,0.581,0.142,3429.371
TW0008104001,2022,0,0.002,1.518,2713.55
ES0105225009,2022,0.11,0.075,0.154,3.84201
CNE100003RK2,2022,4.256,4.417,1.979,2029.675088
JP3982800009,2022,164.18,780.811,8361.89,452124
JP3982200002,2022,4.343,24.63,630.629,67004.111
JP3976200000,2022,0.404,0.649,6800.75,229126
JP3975410006,2022,0.107,1.344,950.555,#N/A N/A
JP3322950001,2022,0.065,1.699,13.864,6401.87
CNE000000KB3,2022,158.133,306.662,28.043,13222.31612
JP3329600005,2022,5.838,77.756,167.854,175660
DE0005156236,2022,2.854,4.907,1.5,131.047
TW0003583001,2022,0.725,9.707,0.845,5649.986
JP3494600004,2022,11.023,33.638,3159.82,411865
TW0002351004,2022,1.933,27.606,13.851,11724.279
JP3418400002,2022,3.96,2.966,1.585,23429.836
US8168501018,2022,0.805,8.852,6.286,740.858
CH0406705126,2022,1.41,0.206,2.687,321.727
KR7046890000,2022,61.42,69.114,3.343,1109427.464
US8173232070,2022,1.123,0.657,0.469,60.551
CNE100002NT4,2022,0.247,3.212,2.298,3187.549913
CNE000000XB6,2022,4.755,3.461,2.556,2044.266389
CNE100000510,2022,0.34,6.773,8.2,3538.908885
CNE100002G84,2022,14.532,28.471,4.42,3383.952172
CNE100000Q50,2022,152.033,279.056,15.162,15028.37499
JP3355000005,2022,0.298,3.601,394.334,49272
JP3371600002,2022,1.4,71.4,334.2,92640
JP3375800004,2022,46.87,122.8,418.435,271949
KYG811801045,2022,0.505,56.008,0.341,5317.941
TW0006257009,2022,0.556,77.969,10.981,18694.345
TW0002363009,2022,0.257,0.936,0.018,182.202
US8269191024,2022,0.137,1.853,106.798,1024.106
US82706C1080,2022,0.52,7.672,1.64,945.921
TW0003530002,2022,0.007,0.308,0.041,2029.09
TW0003288007,2022,0.127,0.199,0.043,115.871
DE000WAF3001,2022,10.441,203.902,7413.33,1805.3
TW0005483002,2022,26.368,569.774,67.552,81871.496
US82982T1060,2022,5.438,6.033,7.684,283.605
TW0008016007,2022,0.094,2.229,0.39,18027.827
KR7000660001,2022,2942.76,4230.79,3541.8,44621568
JP3162640001,2022,4.573,12.33,1.28,24876.511
US83089J1088,2022,6.315,17.622,2.349,212.941
KYG8232Y1017,2022,3.6,39.37,19.452,1395.876
KYG8020E1199,2022,823.838,1734.58,537.679,7273.284
DE0005178008,2022,1.756,0.881,1.41,98.311
FR0013227113,2022,4.936,20.972,227.443,862.743
TW0005471007,2022,0,0.682,0,3354.067
TW0003055000,2022,0,1.839,0.367,1914.645
CNE100003RN6,2022,15.601,33.791,4.821,2705.498416
NL0000226223,2022,507.04,359.537,2598.06,16128
DE000A1K0235,2022,1.45,1.237,157.991,259.968
JP3322930003,2022,23,531,881.882,441083
TW0002401007,2022,4.809,12.973,0.405,6705.708
CNE000001P60,2022,11.154,16.594,4.361,3268.199301
US87157D1090,2022,0.035,2.674,719.105,1739.7
TW0001582005,2022,0.041,0.345,2.336,9809.443
TW0002338001,2022,0.151,15.292,3.517,7741.118
TW0006278005,2022,1.287,60.558,38.184,68454.595
TW0002340007,2022,2.19,39.042,6.322,4529.777
JP3468000009,2022,0.21,3.519,27.782,24356.236
TW0004967005,2022,0.019,0.87,0.371,6723.053
IT0005482333,2022,2.013,10.232,1286.6,548.929
TW0003030003,2022,0,1.83,0.1,6708.832
CNE100000825,2022,105.63,483.125,17.414,11905.96052
KR7064760002,2022,5.046,34.092,1.019,319562.836
JP3571400005,2022,15.872,73.68,12554.2,2003805
JP3571800006,2022,14.92,22.925,371.258,175434
JP3580200008,2022,16.08,68.577,427.297,130702
TW0006271000,2022,0.804,60.286,19.75,14071.591
CNE1000006C3,2022,9.318,51.296,37.882,21428.5766
TW0008021007,2022,0.35,12.627,2.357,3510.4
JP3637280003,2022,63.96,50.992,162.933,30864.245
JP3555700008,2022,0.547,14.654,91.481,50666.728
IL0010823792,2022,465.865,166.364,69.671,1677.614
TW0002451002,2022,0.035,4.088,0.823,12122.35
TW0002330008,2022,2018.76,9569.85,7429.16,2263891.292
TW0002426004,2022,9.847,16.159,3.584,2419.509
CH0033361673,2022,0.236,0.472,104.668,623.852
US90385V1070,2022,27.419,27.776,10.825,2374.3
JP3126190002,2022,6.02,82.77,7596.89,241260
TW0002303005,2022,865.984,1757.83,2064.28,278705.264
TW0008277005,2022,0.499,0.637,0.197,353.677
CNE000001M14,2022,10.561,8.757,9.94,7119.905166
KR7077500007,2022,6.387,6.729,0.65,729547.549
MYL5005OO003,2022,1.8,144.8,1.747,1781.838
US91347P1057,2022,0.646,2.439,4.674,616.619
JP3829900004,2022,5.094,4.398,36.572,51418
TW0005347009,2022,341.019,570.805,287.264,51694.31
US9224171002,2022,2.281,8.077,1.112,646.137
CNE100004413,2022,0.022,1.183,2.607,2678.990094
TW0002388006,2022,0,1.133,0.002,9296.632
TW0006789001,2022,5.728,37.563,18.448,9077.148
US9282981086,2022,228.311,251.733,32.981,3497.401
US92835K1034,2022,8.271,11.957,6.014,362.58
TW0002455003,2022,0.278,14.87,2.656,2603.629
TW0006182009,2022,7.999,71.603,8.778,12677.431
TW0008110008,2022,2.831,98.438,115.934,9506.348
TW0002436003,2022,1.52,1.452,0.038,2888.153
CNE100002XM8,2022,0.674,26.602,40.276,20078.17946
TW0003105003,2022,46.203,116.424,49.735,18334.336
TW0002344009,2022,44.373,353.523,443.204,94529.79
JP3154370005,2022,0.06,0.03,0.098,210.315
US9778521024,2022,309.299,96.349,300920,746.2
KR7030530000,2022,15.939,101.115,8.446,881011.689
KR7240810002,2022,2.935,22.17,2.726,1011484.982
BE0974310428,2022,0.106,0.103,215.966,739.469
JP3990600003,2022,0.276,1.305,59.683,22796
CNE100001R90,2022,9.094,118.333,25.303,5403.532033
CNE100001DJ8,2022,9.836,198.326,24.353,10638.31034
US0079031078,2023,12.429,77.142,8001.098,22680
US0326541051,2023,171.939,242.201,1012.425,12305.539
US0382221051,2023,65.47,174.311,26790.078,26517
US11135F1012,2023,58.764,140.005,1847.96,35819
US29355A1079,2023,0,15.529,49.077,2290.786
US3364331070,2023,6.154,485.954,1811.159,3318.602
US4581401001,2023,845,47.8,12316,54228
US4824801009,2023,7.964,36.955,4268.42,10496.056
US5128071082,2023,495.506,134.543,5747.976,17428.516
US5950171042,2023,423.877,286.019,29.495,8438.7
US5951121038,2023,2079.793,3354.751,3644.608,15540
US6098391054,2023,2.794,24.342,19.121,1821.072
US67066G1040,2023,12.346,60.671,2108.19,26974
NL0009538784,2023,370.174,527.362,11857.1,13276
US6821891057,2023,698.711,749.902,83.403,8253
US74736K1016,2023,115.315,97.761,6.306,3569.399
US7475251036,2023,80.589,157.293,5070.08,35820
US83088M1027,2023,35.99,149.933,52.897,4772.4
US8807701029,2023,3.881,32.959,626.962,2676.298
US8825081040,2023,1120,1100,11.846,17519
CNE100004ZD8,2023,0.462,0.755,10.395,3888.342742
US00108J1097,2023,14.77,31.289,16.043,557.723
TW0003438008,2023,0.027,1.386,0.05,879.686
CNE100003MM9,2023,1.89,40.346,23.595,6263.513581
TW0003437000,2023,0.257,7.131,0.352,1972.624
TW0008261009,2023,0.03,0.524,0.055,2851.162
JP3122400009,2023,3.45,17.02,3038.31,560191
DE000A0WMPJ6,2023,0.197,5.546,67.984,629.879
KYG022421088,2023,0.008,0.227,0.457,30481.576
TW0003041000,2023,0.974,1.071,0.092,1445.754
CNE100001ZN3,2023,3.731,2.883,0.963,1672.993031
US01749D1054,2023,0.412,60.398,71.183,973.653
BMG6331P1041,2023,28.981,37.458,5.586,691.321
GB00BNDRMJ14,2023,0.379,1.112,3.453,321.724
KYG037AX1015,2023,4.635,3.415,1.515,337.606
US0316521006,2023,67.333,993.24,987.952,6503.065
CNE100003LZ3,2023,8.852,11.305,6.848,5370.943247
TW0002493004,2023,1.908,4.598,0.817,3354.285
AT0000A18XM4,2023,57.256,276.769,394.29,3590
US0323325045,2023,4.276,7.348,0.797,113.315
TW0006291008,2023,1.259,0.799,0.052,2168.271
TW0006533003,2023,0.738,0.815,0.205,1057.818
TW0006138001,2023,0.004,1.109,0.066,5416.25
JP3105280006,2023,6.018,17.849,2.077,37231.391
TW0006531007,2023,0.015,0.36,0.646,4226.907
TW0008271008,2023,0.133,1.769,0.389,7631.446
TW0006449002,2023,0.234,11.147,0.35,2934.913
TW0003264008,2023,3.299,107.074,89.201,14052.235
NO0010946593,2023,5.338,0.346,0.97,106.9755729
US04302A1043,2023,1.041,0.797,1.709,53.666
TW0003711008,2023,100.526,2103.627,15612.643,581914.471
TW0003169009,2023,0.62,0.384,0.062,887.618
NL0000334118,2023,2.5,5.4,1827.18,2634.331
TW0005269005,2023,0.045,0.536,0.746,6401.267
NL0010273215,2023,19.2,15.9,15025.2,27558.5
KYG0535Q1331,2023,1.8,45.8,2.238,14697.489
TW0005274005,2023,0.025,0.237,1.992,3130.395
US04965B1008,2023,0.013,0.022,0.1,0.55
KR7017900002,2023,2.431,9.292,0.395,125705.28
US0545402085,2023,6.174,5.868,4.073,1130.604
JP3108080007,2023,2.343,1.059,1.547,14474
US00246W1036,2023,2.512,7.806,0.739,75.795
NL0012866412,2023,0.208,4.916,9.843,578.862
TW0003031001,2023,1.522,3.302,1.129,1132.587
CNE100001XM0,2023,105.765,180.712,26.891,10467.71668
DE000A1TNMM9,2023,3.326,3.123,1.565,151.244
US1572101053,2023,1.305,0.945,3.682,97.419
TW0003257002,2023,1.082,1.365,0.064,1073.89
TW0008070004,2023,9.387,89.572,5.163,16490.002
TW0006548001,2023,3.585,47.588,8.152,11581.245
TW0001597003,2023,4.418,1.84,0.331,1074.754
CNE100003S06,2023,10.61,432.531,47.002,9900.603859
TW0008084005,2023,0.835,1.339,0.104,888.283
TW0006147002,2023,7.514,145.759,37.544,20056.388
TW0008150004,2023,2.548,199.775,124.38,21356.228
US1727551004,2023,0.52,1.659,277.3,1897.617
GB0001602944,2023,0.113,0.123,0.063,20.643
US19247G1076,2023,45.7,145.037,180.474,5160.1
US1925761066,2023,1.37,10.495,15.321,636.322
KYG234201138,2023,0.063,0.986,0.171,144.645
TW0002466000,2023,56.434,1.958,1.86,1053.42
MYL7204OO000,2023,0.046,25.884,37.052,1016.614
JP3487600003,2023,6.211,5.708,45.312,92156.38
CNE000000X87,2023,2.397,1.913,0.357,1024.930433
TW0003094009,2023,0.039,0.316,0.49,242.572
KR7000990002,2023,92.887,146.072,22.861,1154223.639
US2545431015,2023,128.039,146.339,35.948,1661.739
JP3548600000,2023,8.477,37.836,1400.25,284135
CNE100001RT7,2023,0.253,7.291,5.782,4792.586696
TW0003048005,2023,14.914,5.015,6.928,107195.148
TW0002458007,2023,0.385,2.659,0.567,12058.515
TW0003450003,2023,0.722,40.925,3.415,5399.197
TW0003006003,2023,0.168,3.872,0.718,11884.121
DE0005677108,2023,3.976,2.926,17.267,575.013
TW0003529004,2023,0.022,1.63,0.074,3050.325
TW0003714002,2023,52.439,222.325,55.122,22305.68
US29362U1043,2023,28.497,91.386,333.042,3523.926
KR7039030002,2023,0.453,3.895,3,316384.019
TW0003016002,2023,2.485,23.934,0.333,4236.502
TW0005351001,2023,0.571,2.85,0.879,2661.968
KR7084370006,2023,0.005,12.464,1.463,276533.35
TW0002393006,2023,1.015,83.515,15.844,17845.424
TW0006288004,2023,0.365,4.995,2.534,4325.353
TW0003035002,2023,0.233,3.236,0.259,11965.574
TW0004961008,2023,0.214,0.658,0.149,16286.52
TW0003545000,2023,1.194,0.802,0.349,13568.371
US3463751087,2023,6.396,13.696,6.418,663.102
TW0008131004,2023,0.988,111.015,17.011,7648.594
TW0003532008,2023,5.838,224.405,1119.94,14876.233
TW0003413001,2023,0.164,3.636,4.936,13051.357
CNE100004PM0,2023,26.338,185.366,2.268,4697.177723
KYG3790U1040,2023,0.241,33.787,5.048,4418.989
TW0004952007,2023,0.049,0.65,0.003,2167.031
CNE1000030S9,2023,0.226,6.095,0.851,5760.823415
TW0008081001,2023,0.032,1.226,0.178,7910.87
