ISIN,BI350,BI493,EG056,EG057,ES018,ES019,ES096,F1754,F1769,RX262,ES643,IS010,EG017,EG018,EG030,SR001,SR002,SR003,SR004,SR205,SR217,SR238,SR200,SR211,SR711,SR731,SR727,SR718,SR715,SR005,SR035,SR064,SR084,BI588,BI589,BI590,SR208,SR235,SR231,SR249,ST024,SR752,SR754,SR756,SR760,SR724,SR721,Year
TW0003264008,0,#N/A N/A,478.29,143.722,#N/A N/A,0.006,9.090909958,70,#N/A N/A,#N/A N/A,100,14052.235,3.299,107.074,89.201,5.090000153,4.081149101,7.459816933,4.340995789,3.338555098,5.22671175,0,6.644057751,9.876031876,10,9.215685844,7.949489594,0.734862089,10,1.882783294,3.827242851,7.377765179,7.739839077,11.7521,-44.0166,-32.2645,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
NO0010946593,0,#N/A N/A,709.812,76.023,#N/A N/A,#N/A N/A,20,10,#N/A N/A,#N/A N/A,#N/A N/A,106.9755729,5.338,0.346,0.97,0.680000007,0,0,2.959061146,0,0,0,0,0,0,0,0,0,0,4.24560833,0,6.819554329,1.54709208,5.882353,-44.117647,-38.235294,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US04302A1043,0,#N/A N/A,71.466,17.374,#N/A N/A,#N/A N/A,28.57139969,0,#N/A N/A,#N/A N/A,#N/A N/A,53.666,1.041,0.797,1.709,1.340000033,0,0.428448021,5.597520828,0,0,0,0,0,0,0,3,0,0,7.028330803,5.147849083,3.076985836,8.049406052,5.8824,-17.6471,-11.7647,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003711008,0,#N/A N/A,978.681,732.123,#N/A N/A,#N/A N/A,7.692309856,40,#N/A N/A,#N/A N/A,35,581914.471,100.526,2103.627,14706.776,5.260000229,5.728896618,5.545008183,4.397213459,5.111162186,6.676002979,3,9.02618885,5.97911787,6.307481289,3,7.949489594,5.125360966,10,3.652708292,3.150937319,7.377765179,4.005019188,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003169009,0,#N/A N/A,40.444,4.314,#N/A N/A,#N/A N/A,0,20,#N/A N/A,#N/A N/A,#N/A N/A,887.618,0.62,0.384,0.062,2.569999933,2.319040537,0.857391536,5.259912491,4.524296761,4.401846886,0,0.342395991,0,3,0,0,0,0,4.458669662,4.06196928,7.377765179,6.042959213,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
NL0000334118,0,25.2364,696.602,79.249,#N/A N/A,#N/A N/A,50,70,#N/A N/A,33.16591679,90,2634.331,2.5,5.4,1827.18,5.090000153,5.370758533,3.318300962,6.753558636,8.545189857,6.343815804,1.5,9.604120255,0,3,0,7.949489594,6.225013256,10,6.122514725,7.876181602,5.105100155,9.551971436,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0005269005,0,#N/A N/A,6.984,0.356,#N/A N/A,1.60E-05,0,60,#N/A N/A,#N/A N/A,#N/A N/A,6401.267,0.045,0.536,0.746,4.849999905,5.060348034,5.029620171,4.402623653,4.096395969,8.494569778,1.5,2.746664524,9.487487793,3,3,10,8.255275726,10,2.27720809,4.434425354,7.377765179,5.568656921,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
NL0010273215,0,27.1053,546.485,55.191,#N/A N/A,0.458000004,44.44440079,70,#N/A N/A,17.42758188,25.20000076,27558.5,19.2,15.9,15025.2,6.829999924,7.025481701,5.604255199,7.898796082,8.8686409,6.384872437,3,8.372518539,9.611174583,5.17458868,3,7.949489594,8.327130318,10,8.726164818,9.017343521,4.977509975,9.605581284,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
KYG0535Q1331,0,100,28.707,12.201,#N/A N/A,0.30399999,20,90,#N/A N/A,6.137102531,100,14697.489,1.8,45.8,2.238,3.930000067,4.575743675,1.73267436,5.761074543,5.459640026,4.310809135,1.5,5.625956059,7.505202293,3,0,3,1.579926848,0,7.194505215,3.193645477,6.0760746,6.867251396,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0005274005,0,#N/A N/A,24.255,0.646,#N/A N/A,#N/A N/A,0,60,#N/A N/A,#N/A N/A,42,3130.395,0.025,0.237,1.992,5.650000095,6.238414764,5.153077602,5.380860806,4.839189529,8.477090836,1.5,9.878890038,9.813102722,10,0,10,2.251535177,10,4.432425022,4.829888821,7.377765179,5.52539444,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US04965B1008,0,#N/A N/A,264.459,0.796,#N/A N/A,#N/A N/A,40,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.55,0.013,0.022,0.1,1.700000048,0,0.428448021,7.680458546,0,0,0,0,0,0,0,3,0,0,7.708329678,7.198475361,6.947340965,9.769928932,5.8824,-17.6471,-11.7647,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
KR7017900002,0,#N/A N/A,136.1,164.191,#N/A N/A,#N/A N/A,0,0,25.72999954,#N/A N/A,#N/A N/A,125705.28,2.431,9.292,0.395,1.659999967,0,2.856738567,3.59280777,0,0,0,0,0,7.69034481,0,3,0,10,4.644309044,0.341162622,6.031414032,4.711979866,9.1675,-34.4988,-25.3313,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US0545402085,0,#N/A N/A,15.413,4.123,#N/A N/A,#N/A N/A,33.33330154,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1130.604,6.174,5.868,4.073,4.420000076,4.149420261,2.354667187,7.429975986,5.919187069,6.135060787,1.5,4.955134392,0,3,0,3,4.523581982,10,8.362420082,8.206558228,5.527767658,7.41272831,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3108080007,0,#N/A N/A,48.148,36.428,#N/A N/A,#N/A N/A,0,30,#N/A N/A,#N/A N/A,#N/A N/A,17570,2.343,1.059,1.547,1.330000043,0,1.103526831,4.30309391,0,0,0,0,0,3,0,1.097493768,0,0,4.549303055,0,7.620788574,9.787671089,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US00246W1036,0,#N/A N/A,157.74,27.13,#N/A N/A,#N/A N/A,25,10,#N/A N/A,#N/A N/A,#N/A N/A,75.795,2.512,7.806,0.739,1.370000005,0,0.182639956,6.369131565,0,0,0,0,0,0,0,1.097493768,0,0,5.449296951,8.352039337,4.530750751,8.933405876,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
NL0012866412,0,34.8894,25.856,1.382,#N/A N/A,0.01494,20,70,#N/A N/A,37.48734718,#N/A N/A,578.862,0.208,4.916,9.843,6.599999905,6.509214878,6.985177994,6.349879742,7.696035385,8.149010658,1.5,7.161369801,7.749931812,10,3,9.399690628,5.105708599,10,7.06812048,5.390843868,5.117293835,8.643590927,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003031001,0,#N/A N/A,171.593,57.444,#N/A N/A,0.001,33.33330154,70,#N/A N/A,#N/A N/A,#N/A N/A,1132.587,1.522,3.302,0.947,2.640000105,1.785721064,1.920129895,4.872882843,1.464513183,2.807603598,0,0,7.616351128,3,3,1.097493768,0,0,3.451748848,4.485352993,7.377765179,5.28219986,8.8235,-44.1176,-35.2941,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US11135F1012,0,100,61.304,5.594,#N/A N/A,4.406189919,33.33330154,70,#N/A N/A,15.37653124,38,35819,58.764,140.005,1847.96,4.78000021,5.048830509,2.537940502,7.153188229,6.475378513,6.221656799,0,6.857474804,6.972598076,3,0,3,6.102806091,10,7.600337505,5.993328094,6.69043541,8.984477043,5.9712,-43.5634,-37.6019,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100001XM0,0,#N/A N/A,229.042,92.362,#N/A N/A,#N/A N/A,16.66670036,20,#N/A N/A,#N/A N/A,#N/A N/A,10467.71668,105.765,180.712,26.891,1.899999976,1.045883536,0.857391536,4.790799141,0,3,0,0.342395991,3,3,0,0,0,0,4.952577114,1.834213853,7.086885929,6.839728355,11.9321,-43.8666,-31.9345,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
DE000A1TNMM9,99.2059,#N/A N/A,52.99,74.571,#N/A N/A,#N/A N/A,0,30,#N/A N/A,#N/A N/A,#N/A N/A,151.244,3.326,3.123,1.565,0.800000012,0,0.428448021,2.760810137,0,0,0,0,0,0,0,3,0,0,3.193480253,0,6.456249714,2.732791185,17.6003,-47.0355,-29.4351,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US1572101053,0,#N/A N/A,65.852,12.155,#N/A N/A,#N/A N/A,42.85710144,40,#N/A N/A,#N/A N/A,#N/A N/A,97.419,1.305,0.945,3.682,1.909999967,0,1.427484035,6.824157238,0,0,0,0,0,3,0,3,0,0,6.742772102,7.981429577,5.72464323,7.05381918,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003257002,0,#N/A N/A,31.102,5.725,#N/A N/A,#N/A N/A,0,60,#N/A N/A,#N/A N/A,#N/A N/A,1073.89,1.082,1.365,0.065,2.799999952,1.466447115,3.483533859,4.237146854,0,7.041033745,0,0.342395991,0,3,3,9.399690628,0,10,2.955283642,3.507367134,7.377765179,4.088634491,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0008070004,0,#N/A N/A,212.644,89.308,#N/A N/A,#N/A N/A,14.28569984,60,#N/A N/A,#N/A N/A,#N/A N/A,16490.002,9.387,89.572,5.163,2.730000019,1.201965809,3.781181335,4.17866087,0,3.332178116,0,3.997242928,0,10,3,1.097493768,0,0,4.074368954,1.407511473,7.377765179,5.262764931,6.0081,-43.9059,-37.8978,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0006548001,0,#N/A N/A,172.511,67.799,#N/A N/A,9.012000084,14.28569984,50,#N/A N/A,#N/A N/A,#N/A N/A,11581.245,3.585,47.588,8.152,3.849999905,2.747298717,5.352675915,4.006870747,3.652616739,4.434205532,0,1.902588964,2.612611055,7.69034481,3,7.949489594,1.779009342,10,2.169755459,3.40659976,6.819554329,5.77473259,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0001597003,0,100,148.803,22.979,#N/A N/A,#N/A N/A,44.44440079,70,#N/A N/A,8.303667937,#N/A N/A,1074.754,4.418,1.84,0.331,2.890000105,1.680048108,2.717594624,5.069141388,2.691287279,3,0,1.175467491,0,10,0,1.097493768,0,0,4.20681715,4.157322407,7.377765179,5.206467628,5.8824,-17.6471,-11.7647,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100003S06,0,100,466.637,75.998,0.0069794,5.470459938,8.333330154,60,#N/A N/A,70.76729733,#N/A N/A,9900.603859,10.61,432.531,47.002,2.480000019,2.593796492,1.624035358,3.273971081,3.807636976,3,1.5,0.342395991,3.540837765,3,0,3,0,10,4.737406731,1.175647974,1.497060299,8.536770821,8.9847,-44.028,-35.0433,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0008084005,0,#N/A N/A,86.372,11.969,#N/A N/A,#N/A N/A,42.85710144,30,#N/A N/A,#N/A N/A,#N/A N/A,888.283,0.835,1.339,0.104,2.039999962,0.041486021,2.387859821,5.793789864,0,0,0,0.342395991,0,10,0,0,0,0,3.681754351,5.359911442,7.377765179,9.863467216,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0006147002,0,#N/A N/A,320.405,117.086,#N/A N/A,1.164190054,12.5,60,#N/A N/A,#N/A N/A,#N/A N/A,20056.388,7.514,145.759,37.544,4.230000019,3.112756729,5.09436512,5.011757374,2.272807598,6.614099026,0,1.847578645,5.441084862,7.091547489,3,7.949489594,1.483945012,10,3.998913288,4.52421999,7.377765179,4.710699081,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0008150004,0,#N/A N/A,578.244,265.709,#N/A N/A,0.717000008,33.33330154,40,#N/A N/A,#N/A N/A,#N/A N/A,21356.228,2.548,199.775,124.38,5.010000229,3.476942062,6.578390121,5.763623238,1.654907823,6.706111431,0,6.70279789,5.254493713,10,3,10,2.578246832,10,4.304457188,5.498659611,7.377765179,7.351605415,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US1727551004,0,14,136.807,47.698,#N/A N/A,#N/A N/A,37.5,60,#N/A N/A,19.63753967,90,1788.89,0.426,1.489,223.729,5.03000021,2.586147308,6.55806303,7.489617825,8.887246132,0,1.5,3.917675018,0,10,3,7.949489594,4.165293217,10,7.91437006,8.87985611,5.600254536,7.624628544,8.823529,-23.529412,-14.705882,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
GB0001602944,0,100,12.502,3.105,#N/A N/A,#N/A N/A,0,30,#N/A N/A,57.64666266,#N/A N/A,20.643,0.113,0.123,0.063,2.960000038,2.462308407,1.771453738,5.176267624,5.462731838,3,0,2.11719203,0,3,0,1.097493768,4.605635643,0,4.571010113,4.4016819,6.574522972,5.758366585,5.8824,-35.2941,-29.4118,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US19247G1076,0,100,75.243,33.443,#N/A N/A,#N/A N/A,16.66670036,80,#N/A N/A,155.5644323,#N/A N/A,5160.1,45.7,145.037,180.474,4.099999905,3.971222162,2.118600845,6.761104107,5.966526031,4.620747566,0,6.186057568,3,3,0,3,2.73140955,10,6.85950613,8.266676903,4.102401733,9.16508007,8.8235,-44.1176,-35.2941,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US1925761066,0,#N/A N/A,45.86,17.235,#N/A N/A,0.110600002,25,70,#N/A N/A,#N/A N/A,#N/A N/A,636.322,1.37,10.495,15.122,5.199999809,5.1847229,4.460183144,6.013923168,6.618509293,5.468654633,3,2.316218853,8.515057564,10,0,9.399690628,0,10,5.6095891,8.253634453,4.196398735,6.766426086,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
KYG234201138,0,#N/A N/A,64.564,50.13,#N/A N/A,#N/A N/A,0,30,#N/A N/A,#N/A N/A,#N/A N/A,144.645,0.063,0.986,0.171,2.859999895,2.088423014,1.720473528,5.549684048,4.183458328,2.817672491,0,1.850686908,0,3,0,3.678557396,0.903660536,0,4.473397732,5.613673687,6.384955406,6.762897491,11.7647,-40.1628,-28.398,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0002466000,0,#N/A N/A,1922.371,236.752,#N/A N/A,0,37.5,70,#N/A N/A,#N/A N/A,#N/A N/A,1053.42,56.434,1.958,1.74,2.539999962,2.001457214,1.103526831,5.316966057,2.554430246,5.205124855,0,0.342395991,0,3,0,1.097493768,0,0,3.67380929,3.977888584,7.377765179,9.009882927,9.162,-44.2506,-35.0887,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
MYL7204OO000,0,100,305.216,61.037,#N/A N/A,0.268700004,20,70,#N/A N/A,30.29665068,#N/A N/A,1016.614,0.046,25.884,37.052,3.930000067,2.690207005,5.578947067,4.18853569,3.147035599,3.544402122,0,2.77080512,4.552456379,10,3,10,0.182338163,0,3.643307686,2.769794464,6.24620676,4.925561905,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3487600003,0,#N/A N/A,94.18,279.517,#N/A N/A,#N/A N/A,0,40,56,#N/A N/A,#N/A N/A,92156.38,6.211,5.708,45.312,1.580000043,0.249727547,1.286757827,4.518488884,0,0,0,2.651576042,0,3,0,1.097493768,0,10,5.193815708,1.248124599,6.0699687,7.505016804,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE000000X87,0,100,34.837,3.96,#N/A N/A,#N/A N/A,14.28569984,40,#N/A N/A,7655.524344,#N/A N/A,1024.930433,2.397,1.913,0.357,3.299999952,2.864331245,2.168343782,5.287428379,2.838572025,5.327308655,1.5,0.342395991,3,3,0,3,4.835414886,0,5.89922905,2.900609255,7.086885929,5.528864384,8.839622,-23.46504,-14.625418,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003094009,0,#N/A N/A,117.346,8.479,#N/A N/A,#N/A N/A,14.28569984,30,#N/A N/A,#N/A N/A,#N/A N/A,242.572,0.039,0.316,0.49,3.910000086,2.280567646,4.800271034,5.56716156,3.023373842,3.902435064,0,3.532427549,0,10,0,3.678557396,6.723274708,10,4.373282909,4.675970554,7.377765179,7.288063526,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
KR7000990002,0,100,415.405,190.152,#N/A N/A,#N/A N/A,16.66670036,10,46.95999908,0.886838521,#N/A N/A,1154223.639,92.887,146.072,22.861,2.50999999,1.61118722,1.624035358,5.112902164,1.908576369,2.663224459,0,0.342395991,3,3,0,3,0,10,4.327886105,3.388831377,6.819554329,7.648195267,11.5945,-44.7983,-33.2038,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US2545431015,0,#N/A N/A,201.943,88.608,#N/A N/A,#N/A N/A,42.85710144,10,#N/A N/A,#N/A N/A,#N/A N/A,1661.739,128.039,146.339,35.948,3.849999905,2.743900299,2.522612095,7.314385414,4.194081783,4.784606934,0,0.342395991,3,3,0,10,0,10,6.493144512,8.178764343,7.840622425,7.022942066,5.8824,-17.6471,-11.7647,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3548600000,0,79.9622,716.867,125.718,#N/A N/A,#N/A N/A,20,70,41.70000076,0.445126429,100,307554,8.477,37.836,1400.25,4.289999962,4.667743683,2.528281927,5.817631245,7.194595814,4.941636086,3,6.746692657,0,3,3,3,0,10,4.936318874,4.56997633,7.439785004,7.667894363,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
