ISIN,BI350,BI493,EG056,EG057,ES018,ES019,ES096,F1754,F1769,RX262,ES643,IS010,EG017,EG018,EG030,SR001,SR002,SR003,SR004,SR205,SR217,SR238,SR200,SR211,SR711,SR731,SR727,SR718,SR715,SR005,SR035,SR064,SR084,BI588,BI589,BI590,SR208,SR235,SR231,SR249,ST024,SR752,SR754,SR756,SR760,SR724,SR721,Year
JP3990600003,0,#N/A N/A,486.909,303.135,#N/A N/A,#N/A N/A,12.5,40,#N/A N/A,#N/A N/A,#N/A N/A,26809,0.29,1.249,81.847,2.309999943,2.311877728,0.857391536,4.189576626,4.633829117,3,0,2.385906458,0,3,0,0,0,0,3.71964407,0.66059953,7.55000782,8.540054321,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100001R90,0,#N/A N/A,182.442,46.045,0.0326983,#N/A N/A,12.5,80,#N/A N/A,#N/A N/A,#N/A N/A,5409.834952,11.034,85.004,32.964,2.940000057,3.277917862,1.103526831,4.799977303,4.999073505,3,1.5,3.03724575,3,3,0,1.097493768,0,0,5.091899395,1.839074254,7.086885929,6.53214407,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100001DJ8,0,100,139.152,41.178,#N/A N/A,#N/A N/A,22.22220039,70,#N/A N/A,26.94155545,#N/A N/A,17983.18571,22.471,429.269,51.027,3.5,3.416687489,2.299756765,5.009579182,5.059309483,3.701155424,1.5,0,7.980364323,3,3,3,0,0,5.956768513,1.835730553,7.086885929,5.965545177,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US29355A1079,0,100,30.497,3.704,#N/A N/A,#N/A N/A,14.28569984,70,#N/A N/A,10.05462795,#N/A N/A,2290.786,0,15.529,49.077,5.699999809,4.644476891,6.901162148,6.004689693,7.945473194,3,#N/A Field Not Applicable,10,3,6.12309742,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,10,6.368159294,7.543226719,2.754028559,9.261717796,11.7647,-17.6471,-5.8824,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US3364331070,0,#N/A N/A,750.521,133.594,#N/A N/A,#N/A N/A,25,0,#N/A N/A,#N/A N/A,90,3318.602,6.154,485.954,1811.159,6.21999979,5.826211452,6.353209019,6.625019073,5.155653954,4.002016544,#N/A Field Not Applicable,8.811408997,6.256641388,5.460927963,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,10,5.701046944,8.351377487,5.700782776,7.742596626,11.7647,-17.6471,-5.8824,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US88160R1014,0,83.7125,559.06,68.868,#N/A N/A,16.49710083,25,90,#N/A N/A,26.65175123,#N/A N/A,96773,211,466,49354,5.760000229,5.758821011,5.265879154,6.29093504,#N/A Field Not Applicable,#N/A Field Not Applicable,8.294618607,6.849975586,6.066570759,#N/A Field Not Applicable,4.20423317,3,7.982108116,10,8.262096405,6.502458572,2.906592369,8.210347176,28.182387,-28.613657,-0.43127,#N/A Field Not Applicable,2,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100000296,0,100,1037.773,1017.555,0.056214999,118.3809967,16.66670036,60,#N/A N/A,26.96428024,#N/A N/A,602315.354,931.916,11409.5,69356.978,2.859999895,1.326952457,4.273190498,4.614074707,#N/A Field Not Applicable,#N/A Field Not Applicable,4.114924431,0,1.415361047,#N/A Field Not Applicable,6.764396191,8.273463249,0,10,2.728885889,3.813215017,6.538619518,8.320951462,25.929261,-32.302713,-6.373451,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US50202M1027,0,100,2255.764,528.922,0.00562,3.481329918,12.5,50,#N/A N/A,3.424953052,#N/A N/A,123851.332,29.995,171.571,36314.349,3.140000105,2.650707245,3.875459909,3.283075571,#N/A Field Not Applicable,#N/A Field Not Applicable,8.294618607,0,4.196893692,#N/A Field Not Applicable,5.948898315,7.602977753,0,10,4.263456345,1.388385534,1.321326494,9.981657028,29.073915,-29.918539,-0.844624,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US62914V1061,0,#N/A N/A,828.238,276.115,#N/A N/A,#N/A N/A,16.66670036,30,#N/A N/A,#N/A N/A,#N/A N/A,55617.933,31.876,91.048,5897.924,3.279999971,3.55152154,3.836207151,2.346950769,#N/A Field Not Applicable,#N/A Field Not Applicable,8.294618607,0,5.479613304,#N/A Field Not Applicable,3,3,6.731516838,0,3.847492695,1.182482839,0.341539115,6.049973965,28.066311,-31.429945,-3.363633,#N/A Field Not Applicable,2,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US3453708600,0,77.367,2372.651,6238.344,#N/A N/A,37.70000076,28.57139969,100,-2.799999952,67.45236703,76,176191,1108.81,1355.15,384120,5.900000095,6.30290556,5.022928238,6.155038834,#N/A Field Not Applicable,#N/A Field Not Applicable,6.775878906,10,6.013838768,#N/A Field Not Applicable,4.959778309,3,5.851274967,10,5.742781162,7.271743774,4.370272636,8.69475174,18.384398,-45.265691,-26.881293,#N/A Field Not Applicable,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US98422D1054,0,#N/A N/A,40.589,11.522,#N/A N/A,1.050999999,14.28569984,70,#N/A N/A,#N/A N/A,#N/A N/A,30676.067,27.043,130.208,5.491,3.380000114,2.970302582,2.847434282,4.730175018,#N/A Field Not Applicable,#N/A Field Not Applicable,6.808474541,0,6.435429573,#N/A Field Not Applicable,4.429122448,7.602977753,0,0,4.995496273,2.85467124,4.194726944,9.020819664,28.389619,-30.944983,-2.555364,#N/A Field Not Applicable,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US7311052010,0,99.9987,800.907,158.607,#N/A N/A,#N/A N/A,22.22220039,80,13,9.785222619,#N/A N/A,2461.896,0.47,7.57,1867.82,2.829999924,2.671081066,0.920515299,5.748468399,#N/A Field Not Applicable,#N/A Field Not Applicable,0,10,5.523795605,#N/A Field Not Applicable,1.06443727,3,0,0,5.810065269,5.740226269,4.746037006,7.432669163,29.411765,-29.411765,0,#N/A Field Not Applicable,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100005K77,0,92.372,1588.132,591.2,#N/A N/A,1.363999963,11.1111002,70,#N/A N/A,8.005224474,#N/A N/A,16746.689,8.453,49.119,3418.616,3.200000048,2.493888855,2.17719245,5.824207306,#N/A Field Not Applicable,#N/A Field Not Applicable,6.808474541,0,2.652320147,#N/A Field Not Applicable,4.429122448,3,0,0,4.839369297,5.058335304,6.538619518,8.576703072,29.411765,-29.411765,0,#N/A Field Not Applicable,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100001TJ4,0,100,1153.8,4467.627,#N/A N/A,12.07250023,6.666669846,30,#N/A N/A,9.453638526,#N/A N/A,197949.177,196.551,401.846,29253.518,2.299999952,1.388665795,1.739585519,4.897719383,#N/A Field Not Applicable,#N/A Field Not Applicable,1.655469656,0,5.085984707,#N/A Field Not Applicable,3,3.411612749,0,0,5.497396946,2.53912878,5.765145779,6.659701347,18.55353,-45.699116,-27.145586,#N/A Field Not Applicable,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US5494981039,0,#N/A N/A,715.481,36.126,#N/A N/A,#N/A N/A,33.33330154,50,#N/A N/A,#N/A N/A,#N/A N/A,595.271,21.168,31.327,341.362,2.730000019,0.217241257,4.656175137,7.224101067,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0,0,#N/A Field Not Applicable,3,3,7.982108116,10,6.729149342,7.081707954,7.038114548,9.020246506,29.411765,-29.411765,0,#N/A Field Not Applicable,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TH3545010003,0,0.533,247.719,32.403,#N/A N/A,13.83790016,0,50,#N/A N/A,48.96251286,#N/A N/A,30074.43723,53.375,27.232,117.494,4.059999943,4.316540241,3.933239222,3.77064085,#N/A Field Not Applicable,6.818192482,0,2.262332916,10,5.837294102,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,3.333906174,1.389721274,5.441784859,7.352422714,27.927169,-35.247594,-7.320424,3,6.395329475,8.715326309,#N/A Field Not Applicable,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,6.499464035,#N/A Field Not Applicable,2023
INE260D01016,0,100,96.069,21.508,#N/A N/A,#N/A N/A,28.57139969,50,#N/A N/A,0.409372986,#N/A N/A,11541.354,0.046,5.793,6.704,3.299999952,2.726024866,2.409673691,5.199108601,7.50353384,#N/A Field Not Applicable,0,1.987540722,#N/A Field Not Applicable,7.452254772,#N/A Field Not Applicable,1.097493768,0,#N/A Field Not Applicable,5.934809685,4.009415627,4.338648319,7.224478245,26.683478,-32.140052,-5.456574,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US0395872098,0,#N/A N/A,1353.663,486.827,#N/A N/A,#N/A N/A,14.28569984,0,#N/A N/A,#N/A N/A,#N/A N/A,6.557526,0.121,0.3,8.027,1.519999981,0,0.806498468,6.890572548,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0,0,#N/A Field Not Applicable,1.5,1.097493768,0,0,6.407085896,5.233431339,8.052547455,9.220806122,17.647059,-47.058824,-29.411765,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US54405Q2093,0,#N/A N/A,1754.48,80.799,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,2.34,0.096,0.296,3.404,1.25999999,0,0.582704067,5.70973444,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0,0,#N/A Field Not Applicable,1.5,0,0,0,6.624015808,7.700900078,2.452065229,6.894699097,29.411765,-29.411765,0,#N/A Field Not Applicable,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US3073597037,0,#N/A N/A,160.608,0.829,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.784,0.016,0.045,0.055,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,29.411765,-29.411765,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CA35954F1080,0,#N/A N/A,#N/A N/A,597.368,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,14.043,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0,0,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
SGXZ55111462,0,#N/A Field Not Applicable,841.577,39.851,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1204.791861,35.584,95.468,806.577,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,17.647059,-47.058824,-29.411765,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US5949181045,0,1.8344,84.706,7.173,#N/A N/A,0.194999993,41.66669846,80,#N/A N/A,113.2902361,75,211915,144.96,393.134,16624,5.590000153,5.805454731,3.844402552,8.08225441,5.349084854,6.472830296,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,7.949489594,1.946972966,#N/A Field Not Applicable,7.740857124,8.327933311,8.291629791,8.134469986,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,4.121702671,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
US0231351067,0,#N/A N/A,244.588,82.854,#N/A N/A,#N/A N/A,41.66669846,#N/A N/A,#N/A N/A,#N/A N/A,100,574785,24565.625,23931.108,81510.373,4.269999981,4.102383614,3.051642895,6.937592506,5.859584332,3,3,4.190514088,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3.124698162,#N/A Field Not Applicable,6.639940262,5.879262924,7.324367046,8.920724869,9.434044,-19.514842,-10.080797,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,
US68389X1054,0,#N/A N/A,23.289,3.109,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100,52961,10.237,262.339,842.048,3.640000105,5.604495049,0.94240129,6.563930988,5.172006607,6.236331463,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,1.958568931,#N/A Field Not Applicable,5.843374729,6.721745968,6.073517799,9.007344246,11.736295,-16.38872,-4.652425,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US02079K3059,0,#N/A N/A,78.615,13.942,#N/A N/A,#N/A N/A,20,30,#N/A N/A,#N/A N/A,50,307394,116.587,8149.976,14080.764,4.260000229,4.909383774,2.592558384,6.934779167,5.573483944,4.036772251,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3,2.457301617,#N/A Field Not Applicable,6.939790249,7.018363476,5.830713272,8.769508362,6.544752,-22.535812,-15.99106,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.477497816,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,
US01609W1027,0,#N/A N/A,119.958,70.954,#N/A N/A,#N/A N/A,30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,941168,983.904,5818.223,7728.915,3.200000048,2.474304914,3.228800535,4.201476574,0.98232013,3,3,4.52011776,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3.560727358,#N/A Field Not Applicable,5.25096035,1.182482839,5.394446373,6.226118565,9.24493,-19.745434,-10.500504,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,
US4592001014,0,#N/A N/A,18.474,5.564,#N/A N/A,#N/A N/A,21.42860031,10,#N/A N/A,#N/A N/A,65,61860,69.572,330.055,657.209,5.110000134,6.95524025,2.552583456,7.445086002,6.371928692,7.811562538,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3,1.493904471,#N/A Field Not Applicable,6.637299061,8.272959709,7.098188877,8.646519661,8.958224,-23.521342,-14.563118,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.676481009,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
US81762P1021,0,#N/A N/A,62.262,3.881,#N/A N/A,#N/A N/A,36.36360168,20,#N/A N/A,#N/A N/A,70,8971,2.79,52.862,460.87,5.010000229,5.704990864,4.303935528,5.318676949,8.055640221,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,6.1392169,6.235881329,#N/A Field Not Applicable,5.48383522,5.172496796,3.552473068,8.690536499,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3.62841773,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
SE0000108656,0,36.127,1622.117,1579.949,#N/A N/A,0.061999999,38.46149826,100,-3.200000048,2.846831808,90,263351,27.029,42.251,37182.199,4.940000057,6.536524773,3.815926075,5.424282074,#N/A Field Not Applicable,#N/A Field Not Applicable,6.536524773,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3,#N/A Field Not Applicable,4.424793243,10,6.024494171,5.226955891,4.900852203,5.276176929,13.679417,-30.274771,-16.595354,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,10,#N/A Field Not Applicable,#N/A Field Not Applicable,3,
US6974351057,0,#N/A N/A,256.713,23.291,#N/A N/A,#N/A N/A,40,80,#N/A N/A,#N/A N/A,100,6892.7,1.591,12.068,1666.77,5.829999924,6.905143261,4.541922569,6.638659,6.403900146,7.63648653,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,9.642854691,5.10354948,#N/A Field Not Applicable,6.825796127,7.590216637,4.369207382,8.90267086,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3.62841773,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
FR0000051732,0,35.6049,208.594,355.932,#N/A N/A,#N/A N/A,50,70,#N/A N/A,42.53558476,#N/A N/A,10693,20.517,67.979,2142,4.639999866,4.271900177,3.455906391,6.884872913,5.28485775,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,4.966562271,#N/A Field Not Applicable,8.247224808,7.41071558,4.334424973,7.635872841,10.364945,-16.105644,-5.740699,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,3.62841773,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
US34959E1091,0,100,410.97,47.541,#N/A N/A,#N/A N/A,25,30,#N/A N/A,9.544808623,100,5304.8,1.328,0.792,2013.95,3.349999905,4.097723007,1.202547312,6.369698048,8.94657135,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,3.712549448,#N/A Field Not Applicable,5.664482594,7.243581295,5.484361649,8.256241798,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US90138F1021,0,#N/A N/A,42.366,11.992,#N/A N/A,#N/A N/A,28.57139969,0,#N/A N/A,#N/A N/A,#N/A N/A,4153.945,0.926,7.673,154.146,3.779999971,5.716510773,1.51237464,5.672692299,6.362120628,4.860180378,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,6.151613235,#N/A Field Not Applicable,7.624388218,4.867263317,2.349380732,9.703620911,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
US00971T1016,0,#N/A N/A,150.928,26.179,#N/A N/A,#N/A N/A,30,70,#N/A N/A,#N/A N/A,100,3811.92,0.063,218.218,313.754,3.960000038,3.598604441,2.311933994,7.15695715,4.050467968,3,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.193605661,5.354966164,#N/A Field Not Applicable,7.718593121,7.761767387,5.407729149,7.976793766,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,0.765331209,#N/A Field Not Applicable,3,#N/A Field Not Applicable,
US6687711084,0,#N/A N/A,27.927,4.696,#N/A N/A,#N/A N/A,#N/A N/A,40,#N/A N/A,#N/A N/A,#N/A N/A,3812,0.423,11.583,86.148,5.110000134,5.664372444,2.919589281,8.108118057,6.16057539,4.997859955,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,9.642854691,5.004533768,#N/A Field Not Applicable,7.838161945,7.498165131,8.782643318,8.677063942,11.764706,-14.705882,-2.941176,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.498679876,#N/A Field Not Applicable,0,#N/A Field Not Applicable,
FR0000121329,0,100,449.361,225.454,#N/A N/A,3.698999882,50,40,11.80000019,47.20187214,50.40000153,18428.4,61,36,8184,5.510000229,8.335443497,2.88644433,6.973239422,9.584753036,#N/A Field Not Applicable,10,9.99119854,7.079380512,#N/A Field Not Applicable,4.23174715,0.935796261,#N/A Field Not Applicable,10,5.785198212,8.173768997,6.564897537,8.689497948,8.625101,-24.625819,-16.000718,#N/A Field Not Applicable,6.666666508,7.041035175,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2.25,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,
